timestamp,machine_id,mold_id,material_code,shift,ambient_temp_c,ambient_humidity_pct,resin_moisture_pct,barrel_zone1_temp_c,barrel_zone2_temp_c,barrel_zone3_temp_c,mold_temp_c,injection_pressure_mpa,holding_pressure_mpa,injection_speed_mm_s,cushion_mm,fill_time_s,holding_time_s,cooling_time_s,cycle_time_s,screw_rpm,back_pressure_mpa,clamping_force_kn,peak_cavity_pressure_mpa,cavity_pressure_integral,hydraulic_oil_temp_c,screw_torque_nm,defect_label
2026-04-01T08:07:00,IMM-04,MD-A12,ABS,NIGHT,23.82,51.25,0.172,216.08,226.82,231.92,67.23,103.83,57.42,68.98,3.72,1.071,7.65,17.88,35.68,69.6,7.56,836.1,79.61,93.79,48.01,44.54,1
2026-04-01T08:07:42,IMM-01,MD-B07,PP-GF20,EVENING,25.5,44.71,0.107,217.38,224.01,234.03,71.64,103.35,67.04,65.36,4.4,1.111,8.21,18.2,35.31,79.9,9.41,795.7,77.43,79.24,43.33,41.33,0
2026-04-01T08:08:24,IMM-02,MD-A12,PA6-GF30,DAY,18.39,43.29,0.153,231.69,236.46,242.35,74.88,105.9,62.71,78.91,4.37,0.933,7.55,15.51,32.35,80.5,9.87,832.4,76.99,81.69,46.12,50.46,0
2026-04-01T08:09:06,IMM-02,MD-C03,ABS,DAY,24.66,50.07,0.17,221,225.47,234.35,77.18,99.02,61.64,78.21,3.84,1.604,6.75,18.24,35.06,82.8,7.55,850.3,75.86,119.08,51.92,43.68,1
2026-04-01T08:09:48,IMM-03,MD-B07,PA6-GF30,NIGHT,18.76,38.72,0.109,235.76,243.39,250.83,77.96,101.86,58.65,74.68,4.61,1.212,7.95,16.18,33.67,80,7.68,799.5,83.76,98.12,46.36,48.67,0
2026-04-01T08:10:30,IMM-01,MD-A12,ABS,DAY,26.63,43.76,0.138,214.64,221.27,225.25,61.09,88.01,49.12,58.55,4.81,1.276,8.79,20.8,39.44,79,7.88,850.7,68.48,96.6,47.75,46.56,0
2026-04-01T08:11:12,IMM-03,MD-A12,PP-GF20,EVENING,30.99,57.5,0.035,220.73,229.76,230.8,67.79,93.83,56.2,77.25,4.15,1.46,8.4,17.25,34.72,95.1,7.92,787.2,79.92,125.87,43.98,39.61,0
2026-04-01T08:11:54,IMM-03,MD-A12,PP-GF20,DAY,20.69,37.3,0.141,211.28,222.05,228.1,71.39,97.8,56.36,59.3,4.3,1.124,8.69,15.02,33.43,71.3,7.84,842.3,73.07,85.66,42.72,45.81,0
2026-04-01T08:12:36,IMM-04,MD-B07,PA6-GF30,DAY,29.16,53.73,0.189,232.97,238.09,240.25,75.65,98.18,50.61,69.8,3.49,1.283,7.61,16.88,34.58,80.4,10.52,782.2,67.83,90.73,50.69,45.77,0
2026-04-01T08:13:18,IMM-01,MD-A12,PP-GF20,NIGHT,23.9,61.3,0.096,219.16,224.88,233.04,71.94,100.24,53.45,78.01,3.7,1.066,7.01,16.43,32.09,80.5,8.3,797.1,75.42,81.38,45.34,44.45,0
2026-04-01T08:14:00,IMM-02,MD-A12,PP-GF20,NIGHT,27.91,47.85,0.174,213.27,221.04,226.67,69.49,98.61,53.65,64.39,4.31,1.403,7.71,17.91,34.56,67.9,8.2,831.5,71.65,97.86,43.03,39.72,1
2026-04-01T08:14:42,IMM-02,MD-A12,PA6-GF30,EVENING,24.62,26.7,0.194,220.86,225.38,232.27,69.68,100.01,63.61,73.52,3.84,1.15,7.4,19.54,36.06,78.7,7.58,829.9,79.26,93.29,45.34,43.14,1
2026-04-01T08:15:24,IMM-02,MD-B07,PA6-GF30,EVENING,27.6,53.78,0.192,223.94,231.25,239.76,77.26,105.75,62.64,77.43,4.73,1.218,9.23,19.33,37.83,79.5,5.66,831.1,75.09,91.03,45.76,43.38,0
2026-04-01T08:16:06,IMM-04,MD-A12,ABS,NIGHT,26.77,29.46,0.131,207.47,219.99,223.67,62.02,100.1,63.48,70.13,2.52,1.165,7.8,17.59,35.23,85,8.8,860,69.6,76.69,47.08,50.15,1
2026-04-01T08:16:48,IMM-02,MD-A12,PA6-GF30,EVENING,31.46,37.33,0.121,226.48,233.34,237.21,83.45,110.28,64.13,73.29,5,1.265,7.36,17.69,35.39,82.9,8.4,775.7,83.21,100.05,41.41,54.38,0
2026-04-01T08:17:30,IMM-04,MD-C03,ABS,EVENING,26.85,58.31,0.121,218.19,223.67,227.03,67.69,95.76,56.6,76.62,4.98,1.137,6.84,17.52,35.16,77.4,8.06,912.9,65.55,67.13,44.82,46.25,0
2026-04-01T08:18:12,IMM-03,MD-A12,ABS,DAY,23.24,48.64,0.079,212.48,224.26,228.68,69.15,94.01,55.64,77.71,4.69,1.173,6.58,20.06,35.88,79.6,9.21,788.4,67.56,80.61,47.46,48.21,0
2026-04-01T08:18:54,IMM-01,MD-B07,PP-GF20,EVENING,23.53,60.94,0.091,218.6,224.99,231.21,59.84,96.55,57.05,71.96,4.68,1.255,6.79,18.41,35.53,81.1,7.85,817.2,68.4,90.15,47.44,35.39,1
2026-04-01T08:19:36,IMM-03,MD-C03,PA6-GF30,DAY,23.76,43.18,0.14,229.33,237.99,245,78.83,104.55,65.67,76.88,4.15,1.249,7.35,23.42,40.27,81.8,9.52,838.6,78.18,99.81,44.75,48.94,1
2026-04-01T08:20:18,IMM-04,MD-A12,PP-GF20,DAY,26.08,55.56,0.087,212.75,219.72,223.81,75.36,92.12,52.58,90.46,5.17,1.239,6.14,18.64,34.87,83.6,8.17,840.5,74.02,93.23,45.64,49.58,1
2026-04-01T08:21:00,IMM-02,MD-A12,PA6-GF30,DAY,27.9,46.93,0.124,234.69,242.6,248.8,78.22,99.03,62.77,72.94,3.91,1.053,7.77,17.85,35.65,84.6,8.52,798.2,76.04,83.94,49.66,40.62,0
2026-04-01T08:21:42,IMM-02,MD-A12,ABS,DAY,31.21,52.86,0.088,215.21,217.6,222.15,71.21,94.34,56.98,81.47,3.21,1.165,8.91,18.66,38.79,79.5,8.4,821.2,69.86,83.3,42.2,41.47,0
2026-04-01T08:22:24,IMM-01,MD-B07,ABS,NIGHT,21.05,46.2,0.078,209.74,219.1,225.89,58.86,88.47,56.1,70.64,4.38,1.053,6.05,16.53,32.51,77.8,9.29,812.3,69.47,84.29,46.02,43.57,0
2026-04-01T08:23:06,IMM-01,MD-C03,ABS,DAY,21.18,46.45,0.179,207.71,211.19,213.38,67.4,96.88,56.19,81.62,4.63,1.422,6.57,22.16,38.39,73.9,7.93,849.4,74.13,106.39,42.75,43,0
2026-04-01T08:23:48,IMM-03,MD-B07,PP-GF20,NIGHT,26.77,49.75,0.182,216.57,227.5,231.47,65.57,89.38,49.52,77.47,3.85,1.098,8.45,19.07,38.14,84.1,8.16,797.4,65.02,75.58,47.92,43.05,1
2026-04-01T08:24:30,IMM-03,MD-A12,PP-GF20,DAY,19.28,56.13,0.109,213,217.12,218.06,66.71,102.89,62.64,74.98,2.94,1.345,7.38,20.77,37.5,94.2,7.7,779.4,77.94,100.4,47.49,43.52,0
2026-04-01T08:25:12,IMM-02,MD-B07,PP-GF20,EVENING,24.13,52.84,0.176,210.61,218.56,225.02,68.94,98.55,57.41,66.98,4.43,1.278,8.07,19.08,36.02,72.7,9.12,875,71.17,78.2,44.25,40.01,0
2026-04-01T08:25:54,IMM-01,MD-C03,PP-GF20,EVENING,25.72,63.95,0.164,218.45,224.5,231.66,68.28,96.15,52.82,79.83,4.4,1.479,7.82,21.15,38.56,80.6,7.74,836.4,74.65,114.82,45.24,40.13,0
2026-04-01T08:26:36,IMM-03,MD-C03,PA6-GF30,DAY,26.59,38.3,0.216,237.47,244.75,253.05,70.04,114.7,67.06,70.27,4.63,1.422,9.09,20.95,40.24,83.6,7.95,910.7,86.85,125.4,50.34,46.57,0
2026-04-01T08:27:18,IMM-04,MD-C03,PA6-GF30,DAY,31.17,43.18,0.095,231.85,237.24,243.68,77.95,104.99,67.48,65.74,4.65,1.236,7.51,18.5,35.42,80.8,6.12,814,79.87,100.27,49.14,49.92,0
2026-04-01T08:28:00,IMM-04,MD-A12,PA6-GF30,DAY,29.36,59.58,0.147,231.51,237.81,240.52,72.31,104.81,61.78,64.44,3.94,1.22,7.86,18.73,37.06,96.1,7.59,871.5,71.43,87.75,43.36,47.62,1
2026-04-01T08:28:42,IMM-01,MD-A12,PA6-GF30,DAY,35.13,50.41,0.16,235.8,239.2,246.14,76.98,101.76,62.97,73.03,2.67,1.17,7.22,20.57,38.92,95.8,10.43,846.8,80.54,92.27,44.92,53.34,0
2026-04-01T08:29:24,IMM-01,MD-B07,PP-GF20,NIGHT,26.29,40.65,0.099,209.41,218.37,226.84,74.06,79.16,43.52,74.54,4.18,1.234,7.6,19.7,36.56,72.6,6.69,873.8,62.64,82.22,50.52,50.26,1
2026-04-01T08:30:06,IMM-01,MD-A12,PA6-GF30,DAY,22.69,34.48,0.177,230.21,232.76,237.47,77.04,103.65,58.59,73.84,3.77,1.267,7.49,17.85,35.57,77,7.3,770.7,73.7,102.53,42.11,43.5,0
2026-04-01T08:30:48,IMM-02,MD-A12,PA6-GF30,DAY,28.33,46.72,0.118,227.33,234.56,238.02,73.63,106.85,58.08,62.13,3.92,1.144,7.43,16.38,33.12,86.9,8.01,784.8,82.69,96.36,47.83,50.29,0
2026-04-01T08:31:30,IMM-03,MD-B07,ABS,EVENING,21.89,42.78,0.103,210.47,221.22,228.07,69.88,96.45,55.72,72.79,3.93,1.044,8.18,20.19,38.26,81.3,9.37,764.7,64.8,69.11,49.3,44.45,0
2026-04-01T08:32:12,IMM-04,MD-B07,PP-GF20,EVENING,24.69,32.48,0.02,212.52,219.2,224.43,77.1,89.4,54.97,68.39,4.64,1.16,7.96,20.49,37.89,93.9,7.52,837.2,64.99,82.71,44.01,39.78,1
2026-04-01T08:32:54,IMM-02,MD-C03,PP-GF20,EVENING,22.74,42.04,0.078,212.93,218.45,225.47,70.39,92.82,60.71,76.24,3.39,1.189,8.49,19.14,38.05,85.6,7.19,867.2,73.85,77.86,42.07,43.67,0
2026-04-01T08:33:36,IMM-01,MD-B07,PA6-GF30,DAY,29.53,,0.229,240.15,251.03,254.8,74.54,108.28,60.43,67.18,2.34,1.165,7.1,19.92,36.57,82.2,8.33,849.1,88.96,97.22,42.06,52.68,0
2026-04-01T08:34:18,IMM-02,MD-A12,PP-GF20,EVENING,24.42,55.09,0.123,212.74,221.47,227.16,60.2,92.84,58.06,76.29,4.27,1.187,8.09,18.13,36.24,80.6,8.83,810,74.68,94.89,48.24,43.45,0
2026-04-01T08:35:00,IMM-01,MD-A12,ABS,EVENING,18.31,46.46,0.131,213.38,220.54,225.97,72.28,97.74,55.39,65.76,4.09,1.326,8.29,17.68,35.33,76.4,8.22,783,80.28,105.8,47.44,37.65,0
2026-04-01T08:35:42,IMM-02,MD-A12,PA6-GF30,EVENING,24.76,54.62,0.103,230.67,238.71,245.02,76.49,107.55,63.72,83.12,4.21,1.159,7.96,19.32,37.04,77.8,7.68,824.2,74.58,90.48,44.22,50.12,0
2026-04-01T08:36:24,IMM-02,MD-B07,PP-GF20,EVENING,22.72,43.61,0.097,213.08,220.6,226.48,71.66,96.31,52.71,71.11,4.3,1.197,6.24,19.58,35.8,81.2,7.55,838.1,75.32,101.73,43.99,42.41,0
2026-04-01T08:37:06,IMM-03,MD-A12,ABS,DAY,28.86,56.16,0.134,215.63,224,228.97,66.69,85.41,47.82,81.05,4.25,1.111,8.34,19.11,38.08,91.3,9.06,819.2,64.45,72.66,44.86,49.38,0
2026-04-01T08:37:48,IMM-02,MD-B07,ABS,NIGHT,30.2,54.25,0.095,206.42,212.51,220.22,70.6,93.86,57.35,75.02,3.86,1.229,6.2,18.25,33.97,87.5,9.31,775.4,67.93,86.32,47.51,42.07,0
2026-04-01T08:38:30,IMM-03,MD-A12,PP-GF20,EVENING,24.28,36.17,0.176,214,219.56,224.33,60.04,86.87,53.47,84.35,4.44,1.234,6.61,16.58,32.1,90.7,8.62,856.8,61.14,76.27,41.93,35.43,1
2026-04-01T08:39:12,IMM-03,MD-B07,PA6-GF30,DAY,21.49,36.02,0.174,232,237.53,240.53,74.65,91.29,54.88,81.64,4.26,1.085,9.02,17.72,35.97,82.8,7.58,854.4,64.1,73.71,48.25,52.65,0
2026-04-01T08:39:54,IMM-04,MD-B07,ABS,DAY,26.79,54.94,0.127,221.89,231.2,238.09,71.7,89.65,49.82,71.92,3.85,1.095,8.32,19.4,38.05,75.5,8.1,810.3,66.12,69.52,53.63,39.93,0
2026-04-01T08:40:36,IMM-04,MD-A12,PP-GF20,DAY,23.59,49.07,0.107,218.83,228.54,234.05,64.03,100.16,64.76,70.15,3.84,1.123,8.69,18.84,37.76,70,6.83,867.6,78.18,84.44,51.04,42.76,0
2026-04-01T08:41:18,IMM-02,MD-A12,ABS,DAY,21.4,53.82,0.182,212.64,217.02,223.59,65.89,95.76,49.57,67.98,3.95,1.227,8.99,18.94,38.23,78.8,9.96,797.2,81.65,99.2,47.77,44.33,1
2026-04-01T08:42:00,IMM-03,MD-B07,ABS,DAY,26.4,52.26,0.116,206.61,213.46,218.69,62.95,87.95,48.56,90.36,4.05,1.179,7.76,19.01,35.31,84.2,7.38,829.2,65.17,75.5,45.96,35.26,0
2026-04-01T08:42:42,IMM-03,MD-B07,PP-GF20,DAY,19.81,21.01,0.08,209,212.5,218.3,73.4,95.09,52.31,61.28,4.8,1.229,6.72,18.26,34.38,81.6,7.83,796.4,73.97,86.16,42.47,40.21,0
2026-04-01T08:43:24,IMM-04,MD-A12,PP-GF20,DAY,25.57,51.98,0.037,226.96,234.5,234.66,72.08,98.12,58.04,78.14,2.1,1.137,9.59,17.08,36.44,85.6,8.61,794,76.38,89.55,52.36,45.85,0
2026-04-01T08:44:06,IMM-04,MD-A12,PA6-GF30,EVENING,21.69,47.92,0.264,226.98,235.43,243.77,76.79,103.28,60,78.39,3.89,1.014,7.72,18.76,36.11,86.9,8.67,843,80.14,83.05,40.94,40.45,1
2026-04-01T08:44:48,IMM-03,MD-A12,ABS,DAY,17.83,40.8,0.114,204.4,216.44,220.89,68.89,91.71,53.9,69.92,3.02,1.089,7.63,18.37,34.95,78.8,8.44,809.4,67.55,69.83,44.44,38.44,0
2026-04-01T08:45:30,IMM-01,MD-A12,PP-GF20,DAY,27.04,51.26,0.114,214.63,227.13,233.53,67.07,106.92,66.29,83.48,3.66,1.075,8.43,21.69,38.71,80.7,7.79,860.7,90.83,99.95,46.81,50.34,0
2026-04-01T08:46:12,IMM-03,MD-A12,PA6-GF30,DAY,18.19,65.19,0.15,234.86,239.79,247.37,75.45,108.81,60.25,61.68,4.93,1.187,8.99,22.25,42.12,72.9,8.88,822.8,72.86,86.68,42.98,58.1,0
2026-04-01T08:46:54,IMM-02,MD-B07,PA6-GF30,DAY,24.85,56.34,0.246,225.34,235.28,240.03,77.18,90.24,48.73,77.16,3.43,1.07,7.83,18.02,34.28,82.6,8.12,799.4,75.3,83.68,45.83,49.5,0
2026-04-01T08:47:36,IMM-03,MD-C03,ABS,EVENING,23.24,47.17,0.112,199.84,207.4,212.16,72.43,92.59,54.48,59.84,4.02,1.318,8.37,17.96,36.77,71.8,8.41,832.6,71.26,92.82,49.52,46.68,0
2026-04-01T08:48:18,IMM-03,MD-A12,PP-GF20,NIGHT,27.97,61.73,0.127,212.76,219.06,226.83,64.04,94.37,55.33,85.43,4.22,1.24,7.69,18.3,35.89,83.7,7.75,861.6,75.31,96.33,45.33,48.14,0
2026-04-01T08:49:00,IMM-02,MD-B07,PP-GF20,EVENING,23.1,52.7,0.123,204.71,211.16,217.55,71.87,96.82,54.1,69.51,3.71,1.267,7.02,20.03,37.18,78.6,9.34,808.1,75.8,103.88,45.19,44.15,0
2026-04-01T08:49:42,IMM-03,MD-B07,PP-GF20,EVENING,21.11,47.71,0.117,218.82,224.77,232.9,70.13,93.06,54.56,65.11,3.62,1.329,9.17,18.47,37.53,84.3,6.66,826.6,79.73,102.19,42.67,41.71,0
2026-04-01T08:50:24,IMM-02,MD-B07,PP-GF20,DAY,24.63,48.51,0.125,219.39,225.53,230.39,64.66,89.52,51.05,55.05,4.11,1.234,7.33,17.88,34.35,87.5,9.47,844.4,74.38,80.37,46.96,48.95,0
2026-04-01T08:51:06,IMM-02,MD-C03,PP-GF20,EVENING,29.57,54.44,0.111,210.83,220.94,224.45,65.32,99.88,52.58,79.34,4.67,1.276,7.49,20.67,38.93,76.5,10,851.1,72.87,83.71,48.99,50.12,1
2026-04-01T08:51:48,IMM-02,MD-B07,ABS,NIGHT,23.49,45.18,0.116,219.76,223.73,227.78,65.06,82.19,43.67,75.16,3.75,1.122,7.3,18.84,36.25,79.2,6.26,813.1,61.96,51.52,46.68,44.81,0
2026-04-01T08:52:30,IMM-04,MD-A12,ABS,DAY,23.26,53.26,0.067,211.42,218.97,225.21,68.61,94.52,53.73,78.92,3.95,1.202,8.45,18.27,37.09,91,7.39,849.1,72.92,91.08,46.32,37.19,0
2026-04-01T08:53:12,IMM-02,MD-B07,PA6-GF30,DAY,24.3,43.25,0.157,226.66,234.61,238.05,80.21,106.83,57.36,71.74,3.38,1.199,8.66,18.19,37.39,83.2,6.61,822,81.61,101.33,43.63,53.92,0
2026-04-01T08:53:54,IMM-01,MD-A12,PA6-GF30,DAY,27.07,51.12,0.181,232.86,242.45,246.71,75.99,95.68,57.44,77.91,4.42,1.154,7.4,19.03,35.99,85.8,7.83,842,83.79,96.34,41.12,50.22,0
2026-04-01T08:54:36,IMM-04,MD-B07,PP-GF20,EVENING,20.63,55.6,,216.3,222.21,228.72,67.8,98.39,60.04,65.89,4.89,1.063,7.51,19.11,37,87,8.89,809,72.74,70.86,48.93,41.1,0
2026-04-01T08:55:18,IMM-02,MD-C03,PP-GF20,EVENING,20.44,38.73,0.078,210.88,218.74,222.07,69.9,115.84,67.54,70.98,3.61,1.266,8.18,17.16,33.99,65,10.46,885.6,91.49,115.44,45.43,43.63,0
2026-04-01T08:56:00,IMM-02,MD-C03,PA6-GF30,DAY,30.61,43.5,0.192,233.48,243.5,246.67,77.94,109.18,60.76,76.57,5.44,1.276,8.15,20.38,37.93,67.4,8.54,845.1,83.09,101.09,43.65,46.32,0
2026-04-01T08:56:42,IMM-01,MD-A12,PA6-GF30,DAY,27.97,64.69,0.125,234.22,243.33,242.82,74.31,107.63,62.78,79.64,4.1,1.082,7.93,15.38,32.88,85,7.87,780.7,83.53,93.52,43.25,54.36,0
2026-04-01T08:57:24,IMM-01,MD-A12,ABS,EVENING,20.33,47.55,0.139,211.44,220.5,223.25,71.66,92.93,55.42,73.76,4.02,1.14,7.35,18.46,35.67,89,7.49,833.9,73.1,86.42,46.18,49.65,0
2026-04-01T08:58:06,IMM-01,MD-B07,PA6-GF30,EVENING,24.64,36.67,0.074,223.78,230.13,235.91,67.08,94.6,52.84,56.45,3.46,1.288,8.31,21.41,39.92,69.8,9.72,787.1,71.87,92.12,47.55,46.72,0
2026-04-01T08:58:48,IMM-02,MD-B07,ABS,EVENING,19.19,53.1,0.081,212.3,218.74,224.99,72.32,95.1,55.83,65.63,3.7,1.415,7.68,16.05,34.51,84,8.49,818.1,72.25,100.58,48.72,42.07,0
2026-04-01T08:59:30,IMM-02,MD-C03,ABS,NIGHT,23.47,58.06,0.139,207.66,211.61,216.91,67.36,88.08,49.86,68.48,4.3,1.238,8.39,17.88,36.52,86,9.75,820.6,72.66,88.63,48.58,42.99,0
2026-04-01T09:00:12,IMM-01,MD-B07,ABS,EVENING,20.93,35.84,0.178,204.33,214.37,223.66,70.22,91.62,51.6,73.8,3.68,1.15,6.81,18.29,35.36,87.5,7.36,810.1,65.91,67.2,44.11,37.62,0
2026-04-01T09:00:54,IMM-02,MD-A12,PP-GF20,EVENING,23.44,65.75,0.14,211.65,218.64,223.65,68.48,96.17,57.98,82.67,3.58,1.047,8.42,17.25,35.34,82.1,7.12,868.9,72.94,78.73,39.82,38.3,0
2026-04-01T09:01:36,IMM-02,MD-B07,PA6-GF30,EVENING,18.4,58.54,0.065,246.19,254.76,255.37,76.59,102.19,53.17,79.85,3.6,1.105,6.76,14.67,32.17,80.3,8.14,846.8,80.04,95.44,48.63,39.69,0
2026-04-01T09:02:18,IMM-03,MD-B07,PA6-GF30,EVENING,26.98,63.54,0.115,230.72,236.51,243.94,78.31,113.1,60.83,74.62,4.08,1.236,7.68,17.89,36.27,82.9,9.8,810.9,91.02,109.08,43.62,52.98,0
2026-04-01T09:03:00,IMM-04,MD-C03,PP-GF20,DAY,19.87,39.29,0.103,216.08,221.01,227.41,72.47,101.88,61.15,79.28,5.36,1.239,6.39,19.35,34.07,85.3,8.33,838.2,79.82,97.89,41.43,38.75,0
2026-04-01T09:03:42,IMM-01,MD-B07,ABS,EVENING,22.07,51,0.132,213.43,220.5,227.02,68.73,88.5,47.22,77.58,2.79,1.255,8.61,20.11,38.59,62.8,7.49,788.2,63.44,76.15,39.17,47.06,1
2026-04-01T09:04:24,IMM-03,MD-C03,ABS,DAY,19.37,37.28,0.13,206.8,212.69,219.47,70.85,111.45,68.74,67.58,4.79,1.301,8.3,19.04,35.54,75,8.77,878.5,91.17,119.16,47.56,44.9,1
2026-04-01T09:05:06,IMM-02,MD-A12,ABS,DAY,22.28,56.41,0.206,212.07,217.35,221.68,71.44,90.93,53.97,73.6,3.96,1.26,7.92,18.21,35.32,73.6,9.89,781.6,66.62,82.42,47.04,37.22,0
2026-04-01T09:05:48,IMM-02,MD-A12,PP-GF20,EVENING,27.63,37.09,0.171,216.26,222.58,226.62,72.6,99.28,57.13,67.9,4.42,1.17,7.58,18.62,35.1,85.8,8.29,835.4,83.55,105.77,39.92,45.37,0
2026-04-01T09:06:30,IMM-03,MD-C03,PP-GF20,DAY,21.24,35.73,0.034,213.4,225.07,230.96,72.07,99.32,52.14,83.03,3.54,1.392,8.83,19.74,38.23,71.9,7.49,848.7,76.54,108.44,47.21,42.2,1
2026-04-01T09:07:12,IMM-03,MD-C03,PP-GF20,NIGHT,25.11,71.84,0.072,212.15,219.54,223.68,63.15,99.56,56.05,65.34,3.31,1.304,7.69,19.61,36.68,86.2,8.75,838.3,69.51,85.85,44.96,39.25,0
2026-04-01T09:07:54,IMM-03,MD-B07,ABS,DAY,25.68,47.09,0.097,204.43,211.56,220.22,73.07,93.49,55.55,67.45,4.59,1.199,8.34,19.56,37.48,86.8,9.14,819.3,64.11,75.31,51.79,46.57,0
2026-04-01T09:08:36,IMM-01,MD-B07,PA6-GF30,DAY,26.92,71.63,0.197,223.82,230.73,233.42,82.5,96.2,52.54,77.58,4.38,0.993,7.53,18.3,35.58,84.8,8.77,833.9,73.36,75.85,45.82,53.43,0
2026-04-01T09:09:18,IMM-03,MD-A12,PA6-GF30,EVENING,23.68,42.29,0.181,232.2,241.13,243.7,74.09,106.27,63.15,78,3.35,0.917,6.98,14.57,31.52,87.3,10.37,801.3,73.93,71.91,42.63,53.21,0
2026-04-01T09:10:00,IMM-03,MD-B07,PP-GF20,DAY,21.42,53.11,0.076,222.16,230.14,236.16,76.5,87.98,50.86,53.79,3.51,1.082,8.03,19.94,38.01,92,8.02,860.5,73.04,75.17,46.98,40.54,0
2026-04-01T09:10:42,IMM-04,MD-C03,PP-GF20,NIGHT,28.2,53.18,0.098,218.32,226.65,232.78,66.94,101.86,54.15,79.35,3.19,1.117,6.33,19.27,34.97,72.7,9.46,896.1,78.43,91.03,43.89,38.1,1
2026-04-01T09:11:24,IMM-04,MD-A12,PA6-GF30,NIGHT,26.23,37.94,0.14,237.65,246.63,250.63,74.61,104.75,62.72,78.77,3.25,1.311,6.98,19.58,36.38,76.8,8.25,858.8,85.26,115.54,46.29,51.65,1
2026-04-01T09:12:06,IMM-03,MD-A12,PP-GF20,NIGHT,23.26,40.22,0.046,220.26,230.55,236.66,71.39,98.5,59.64,71.74,3.62,1.194,8.12,20.25,38.14,83.7,8.28,796.2,75.95,94.28,51.93,41.74,0
2026-04-01T09:12:48,IMM-01,MD-C03,PP-GF20,DAY,26.25,43.98,0.102,222.66,233.69,239.46,70.23,92.51,49.62,72.15,4.1,1.105,7.2,19.55,37.57,93.8,8.71,840.2,76.26,94.7,44.4,44.82,1
2026-04-01T09:13:30,IMM-04,MD-C03,PP-GF20,NIGHT,27.96,,0.117,221.01,226.94,233.71,66.37,96.94,58.87,70.9,3.4,1.279,7.28,21.04,38.17,89.2,7.5,885.3,75.19,87.76,49.67,42.86,0
2026-04-01T09:14:12,IMM-04,MD-A12,ABS,EVENING,21.63,58.61,0.102,210.7,219.05,226.87,67.34,99.4,60.79,95.04,3.67,1.457,8.95,16.21,34.08,90.1,9.43,796.8,75.6,110.88,51.07,35.46,0
